code,pose,category,intent,filepath,max_length,min_length,cluster,split
eyeglasses_maya_39,000652_handover_another_o40238,eyeglasses,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/eyeglasses_maya_39/000652_handover_another_o40238.json,0.1761621,0.0634315,5,train
eyeglasses_maya_39,000712_handover_another_o40238,eyeglasses,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/eyeglasses_maya_39/000712_handover_another_o40238.json,0.1761621,0.0634315,5,train
eyeglasses_maya_39,000424_handover_another_o40238,eyeglasses,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/eyeglasses_maya_39/000424_handover_another_o40238.json,0.1761621,0.0634315,19,train
eyeglasses_maya_39,000206_use_o40238,eyeglasses,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/eyeglasses_maya_39/000206_use_o40238.json,0.1761621,0.0634315,19,train
eyeglasses_maya_39,000571_hold_o40238,eyeglasses,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/eyeglasses_maya_39/000571_hold_o40238.json,0.1761621,0.0634315,19,train
knife_s127,002676_handover_s20127,knife,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s127/002676_handover_s20127.json,0.221383,0.00875118,10,train
knife_s127,003630_use_s20127,knife,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s127/003630_use_s20127.json,0.221383,0.00875118,10,train
binoculars_0,000125_hold_o42100,binoculars,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/binoculars_0/000125_hold_o42100.json,0.1745862,0.0679457,4,train
binoculars_0,000190_handover_o42100,binoculars,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/binoculars_0/000190_handover_o42100.json,0.1745862,0.0679457,9,train
binoculars_0,000063_handover_another_o42100,binoculars,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/binoculars_0/000063_handover_another_o42100.json,0.1745862,0.0679457,9,train
binoculars_0,000004_handover_another_o42100,binoculars,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/binoculars_0/000004_handover_another_o42100.json,0.1745862,0.0679457,9,train
binoculars_0,000219_use_o42100,binoculars,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/binoculars_0/000219_use_o42100.json,0.1745862,0.0679457,19,train
cylinder_bottle_s376,004880_use_s15376,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s376/004880_use_s15376.json,0.250779,0.0765288,2,train
cylinder_bottle_s376,006512_use_s15376,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s376/006512_use_s15376.json,0.250779,0.0765288,14,train
cylinder_bottle_s376,007565_use_s15376,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s376/007565_use_s15376.json,0.250779,0.0765288,17,train
cylinder_bottle_s376,005712_handover_s15376,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s376/005712_handover_s15376.json,0.250779,0.0765288,17,train
cylinder_bottle_s376,007846_handover_s15376,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s376/007846_handover_s15376.json,0.250779,0.0765288,5,train
cylinder_bottle_s376,004494_handover_s15376,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s376/004494_handover_s15376.json,0.250779,0.0765288,5,train
cylinder_bottle_s376,006098_liftup_s15376,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s376/006098_liftup_s15376.json,0.250779,0.0765288,17,train
cylinder_bottle_s376,007708_liftup_s15376,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s376/007708_liftup_s15376.json,0.250779,0.0765288,15,train
cylinder_bottle_s376,005296_liftup_s15376,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s376/005296_liftup_s15376.json,0.250779,0.0765288,17,train
mug_s220,014384_liftup_s10220,mug,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s220/014384_liftup_s10220.json,0.127253,0.0881387,16,test
mug_s220,019746_liftup_s10220,mug,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s220/019746_liftup_s10220.json,0.127253,0.0881387,4,test
mug_s220,024673_liftup_s10220,mug,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s220/024673_liftup_s10220.json,0.127253,0.0881387,8,test
mug_s220,019483_use_s10220,mug,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s220/019483_use_s10220.json,0.127253,0.0881387,8,test
mug_s220,024987_use_s10220,mug,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s220/024987_use_s10220.json,0.127253,0.0881387,19,test
mug_s220,003587_use_s10220,mug,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s220/003587_use_s10220.json,0.127253,0.0881387,9,test
mug_s220,025546_hold_s10220,mug,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s220/025546_hold_s10220.json,0.127253,0.0881387,8,test
mug_s220,010834_hold_s10220,mug,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s220/010834_hold_s10220.json,0.127253,0.0881387,13,test
mug_s220,003298_hold_s10220,mug,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s220/003298_hold_s10220.json,0.127253,0.0881387,16,test
mug_s220,008863_handover_another_s10220,mug,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s220/008863_handover_another_s10220.json,0.127253,0.0881387,18,test
mug_s220,010265_handover_another_s10220,mug,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s220/010265_handover_another_s10220.json,0.127253,0.0881387,13,test
mug_s220,013009_handover_another_s10220,mug,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s220/013009_handover_another_s10220.json,0.127253,0.0881387,8,test
cylinder_bottle_s428,002312_handover_another_s15428,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s428/002312_handover_another_s15428.json,0.251712,0.0722242,17,test
cylinder_bottle_s428,002473_handover_another_s15428,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s428/002473_handover_another_s15428.json,0.251712,0.0722242,14,test
cylinder_bottle_s428,002136_handover_another_s15428,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s428/002136_handover_another_s15428.json,0.251712,0.0722242,14,test
cylinder_bottle_s428,003138_liftup_s15428,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s428/003138_liftup_s15428.json,0.251712,0.0722242,14,test
cylinder_bottle_s428,001689_liftup_s15428,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s428/001689_liftup_s15428.json,0.251712,0.0722242,17,test
cylinder_bottle_s428,005334_liftup_s15428,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s428/005334_liftup_s15428.json,0.251712,0.0722242,17,test
cylinder_bottle_s428,003409_hold_s15428,cylinder_bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s428/003409_hold_s15428.json,0.251712,0.0722242,14,test
cylinder_bottle_s428,003674_use_s15428,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s428/003674_use_s15428.json,0.251712,0.0722242,14,test
cylinder_bottle_s428,006550_use_s15428,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s428/006550_use_s15428.json,0.251712,0.0722242,14,test
cylinder_bottle_s428,002868_use_s15428,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s428/002868_use_s15428.json,0.251712,0.0722242,14,test
cylinder_bottle_s233,002395_handover_another_s15233,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s233/002395_handover_another_s15233.json,0.214802,0.130509,15,train
cylinder_bottle_s233,002047_handover_s15233,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s233/002047_handover_s15233.json,0.214802,0.130509,1,train
cylinder_bottle_s233,002234_handover_s15233,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s233/002234_handover_s15233.json,0.214802,0.130509,15,train
cylinder_bottle_s233,001847_hold_s15233,cylinder_bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s233/001847_hold_s15233.json,0.214802,0.130509,1,train
cylinder_bottle_s233,005180_liftup_s15233,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s233/005180_liftup_s15233.json,0.214802,0.130509,15,train
cylinder_bottle_s233,003035_liftup_s15233,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s233/003035_liftup_s15233.json,0.214802,0.130509,17,train
cylinder_bottle_s233,003573_use_s15233,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s233/003573_use_s15233.json,0.214802,0.130509,17,train
cylinder_bottle_s233,006396_use_s15233,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s233/006396_use_s15233.json,0.214802,0.130509,15,train
cylinder_bottle_s313,004123_handover_another_s15313,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s313/004123_handover_another_s15313.json,0.1571159,0.0499387,6,train
cylinder_bottle_s313,007051_handover_another_s15313,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s313/007051_handover_another_s15313.json,0.1571159,0.0499387,6,train
cylinder_bottle_s313,007829_handover_another_s15313,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s313/007829_handover_another_s15313.json,0.1571159,0.0499387,12,train
cylinder_bottle_s313,004827_use_s15313,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s313/004827_use_s15313.json,0.1571159,0.0499387,12,train
cylinder_bottle_s313,006459_use_s15313,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s313/006459_use_s15313.json,0.1571159,0.0499387,12,train
cylinder_bottle_s313,005243_liftup_s15313,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s313/005243_liftup_s15313.json,0.1571159,0.0499387,13,train
cylinder_bottle_s313,006045_liftup_s15313,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s313/006045_liftup_s15313.json,0.1571159,0.0499387,4,train
cylinder_bottle_s252,002573_handover_s15252,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s252/002573_handover_s15252.json,0.1541663999999999,0.0455273999999999,12,test
cylinder_bottle_s252,002573_handover_another_s15252,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s252/002573_handover_another_s15252.json,0.1541663999999999,0.0455273999999999,0,test
cylinder_bottle_s252,002402_handover_another_s15252,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s252/002402_handover_another_s15252.json,0.1541663999999999,0.0455273999999999,12,test
cylinder_bottle_s252,005194_liftup_s15252,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s252/005194_liftup_s15252.json,0.1541663999999999,0.0455273999999999,13,test
cylinder_bottle_s252,002775_use_s15252,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s252/002775_use_s15252.json,0.1541663999999999,0.0455273999999999,12,test
cylinder_bottle_s252,003583_use_s15252,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s252/003583_use_s15252.json,0.1541663999999999,0.0455273999999999,12,test
bowl_s199,000074_hold_s12199,bowl,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/bowl_s199/000074_hold_s12199.json,0.1692612,0.0634371,0,train
bowl_s199,000505_hold_s12199,bowl,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/bowl_s199/000505_hold_s12199.json,0.1692612,0.0634371,3,train
bowl_s199,000436_hold_s12199,bowl,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/bowl_s199/000436_hold_s12199.json,0.1692612,0.0634371,3,train
bowl_s199,000142_handover_another_s12199,bowl,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/bowl_s199/000142_handover_another_s12199.json,0.1692612,0.0634371,3,train
bowl_s199,000646_handover_s12199,bowl,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/bowl_s199/000646_handover_s12199.json,0.1692612,0.0634371,3,train
bowl_s199,000142_handover_s12199,bowl,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/bowl_s199/000142_handover_s12199.json,0.1692612,0.0634371,19,train
bowl_s199,000362_use_s12199,bowl,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/bowl_s199/000362_use_s12199.json,0.1692612,0.0634371,3,train
bowl_s199,000578_use_s12199,bowl,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/bowl_s199/000578_use_s12199.json,0.1692612,0.0634371,3,train
bowl_s199,000713_liftup_s12199,bowl,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/bowl_s199/000713_liftup_s12199.json,0.1692612,0.0634371,3,train
bowl_s199,000936_liftup_s12199,bowl,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/bowl_s199/000936_liftup_s12199.json,0.1692612,0.0634371,3,train
cylinder_bottle_s445,007728_liftup_s15445,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s445/007728_liftup_s15445.json,0.278136,0.0794228,15,test
cylinder_bottle_s445,006807_liftup_s15445,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s445/006807_liftup_s15445.json,0.278136,0.0794228,17,test
cylinder_bottle_s445,001700_liftup_s15445,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s445/001700_liftup_s15445.json,0.278136,0.0794228,15,test
cylinder_bottle_s445,002319_handover_s15445,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s445/002319_handover_s15445.json,0.278136,0.0794228,15,test
cylinder_bottle_s445,002660_handover_s15445,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s445/002660_handover_s15445.json,0.278136,0.0794228,14,test
cylinder_bottle_s445,002660_handover_another_s15445,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s445/002660_handover_another_s15445.json,0.278136,0.0794228,1,test
cylinder_bottle_s445,003420_hold_s15445,cylinder_bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s445/003420_hold_s15445.json,0.278136,0.0794228,15,test
cylinder_bottle_s445,007331_hold_s15445,cylinder_bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s445/007331_hold_s15445.json,0.278136,0.0794228,2,test
cylinder_bottle_s445,002879_use_s15445,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s445/002879_use_s15445.json,0.278136,0.0794228,15,test
cylinder_bottle_s445,007585_use_s15445,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s445/007585_use_s15445.json,0.278136,0.0794228,15,test
knife_s168,002303_handover_another_s20168,knife,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s168/002303_handover_another_s20168.json,0.227979,0.01354142,10,train
knife_s168,003820_use_s20168,knife,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s168/003820_use_s20168.json,0.227979,0.01354142,7,train
marker_pen14,000481_handover_a29210,pen,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/marker_pen14/000481_handover_a29210.json,0.1023588,0.0149977599999999,12,train
marker_pen14,000614_handover_another_a29210,pen,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/marker_pen14/000614_handover_another_a29210.json,0.1023588,0.0149977599999999,12,train
marker_pen14,000351_use_a29210,pen,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/marker_pen14/000351_use_a29210.json,0.1023588,0.0149977599999999,12,train
bottle_s131,002318_handover_s16131,bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/bottle_s131/002318_handover_s16131.json,0.1246758,0.0478068,6,train
bottle_s131,001510_handover_another_s16131,bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/bottle_s131/001510_handover_another_s16131.json,0.1246758,0.0478068,13,train
bottle_s131,002408_handover_s16131,bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/bottle_s131/002408_handover_s16131.json,0.1246758,0.0478068,13,train
bottle_s131,001814_liftup_s16131,bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/bottle_s131/001814_liftup_s16131.json,0.1246758,0.0478068,18,train
bottle_s131,000350_liftup_s16131,bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/bottle_s131/000350_liftup_s16131.json,0.1246758,0.0478068,8,train
bottle_s131,001250_liftup_s16131,bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/bottle_s131/001250_liftup_s16131.json,0.1246758,0.0478068,9,train
bottle_s131,002067_hold_s16131,bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/bottle_s131/002067_hold_s16131.json,0.1246758,0.0478068,11,train
bottle_s131,000168_hold_s16131,bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/bottle_s131/000168_hold_s16131.json,0.1246758,0.0478068,9,train
bottle_s131,000787_hold_s16131,bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/bottle_s131/000787_hold_s16131.json,0.1246758,0.0478068,16,train
bottle_s131,002273_use_s16131,bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/bottle_s131/002273_use_s16131.json,0.1246758,0.0478068,12,train
bottle_s131,000867_use_s16131,bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/bottle_s131/000867_use_s16131.json,0.1246758,0.0478068,0,train
bottle_s131,002363_use_s16131,bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/bottle_s131/002363_use_s16131.json,0.1246758,0.0478068,9,train
mug_s146,008109_hold_s10146,mug,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s146/008109_hold_s10146.json,0.1177582,0.0775774,13,train
mug_s146,026668_hold_s10146,mug,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s146/026668_hold_s10146.json,0.1177582,0.0775774,8,train
mug_s146,028060_hold_s10146,mug,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s146/028060_hold_s10146.json,0.1177582,0.0775774,9,train
mug_s146,001425_handover_s10146,mug,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s146/001425_handover_s10146.json,0.1177582,0.0775774,3,train
mug_s146,018699_handover_another_s10146,mug,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s146/018699_handover_another_s10146.json,0.1177582,0.0775774,13,train
mug_s146,012355_handover_another_s10146,mug,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s146/012355_handover_another_s10146.json,0.1177582,0.0775774,19,train
mug_s146,017878_liftup_s10146,mug,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s146/017878_liftup_s10146.json,0.1177582,0.0775774,16,train
mug_s146,009397_liftup_s10146,mug,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s146/009397_liftup_s10146.json,0.1177582,0.0775774,18,train
mug_s146,026789_liftup_s10146,mug,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s146/026789_liftup_s10146.json,0.1177582,0.0775774,8,train
mug_s146,015877_use_s10146,mug,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s146/015877_use_s10146.json,0.1177582,0.0775774,19,train
mug_s146,022081_use_s10146,mug,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s146/022081_use_s10146.json,0.1177582,0.0775774,19,train
mug_s146,003558_use_s10146,mug,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/mug_s146/003558_use_s10146.json,0.1177582,0.0775774,9,train
cylinder_bottle_s450,007867_handover_another_s15450,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s450/007867_handover_another_s15450.json,0.246448,0.0685616,2,train
cylinder_bottle_s450,007089_handover_another_s15450,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s450/007089_handover_another_s15450.json,0.246448,0.0685616,5,train
cylinder_bottle_s450,007986_handover_s15450,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s450/007986_handover_s15450.json,0.246448,0.0685616,17,train
cylinder_bottle_s450,007589_use_s15450,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s450/007589_use_s15450.json,0.246448,0.0685616,17,train
cylinder_bottle_s450,004934_use_s15450,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s450/004934_use_s15450.json,0.246448,0.0685616,15,train
cylinder_bottle_s450,006567_use_s15450,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s450/006567_use_s15450.json,0.246448,0.0685616,14,train
cylinder_bottle_s450,007732_liftup_s15450,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s450/007732_liftup_s15450.json,0.246448,0.0685616,15,train
cylinder_bottle_s450,005351_liftup_s15450,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s450/005351_liftup_s15450.json,0.246448,0.0685616,17,train
cylinder_bottle_s450,006152_liftup_s15450,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s450/006152_liftup_s15450.json,0.246448,0.0685616,17,train
cylinder_bottle_s274,007818_handover_s15274,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s274/007818_handover_s15274.json,0.244311,0.0974824,5,test
cylinder_bottle_s274,004412_handover_s15274,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s274/004412_handover_s15274.json,0.244311,0.0974824,5,test
cylinder_bottle_s274,007410_handover_s15274,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s274/007410_handover_s15274.json,0.244311,0.0974824,5,test
cylinder_bottle_s274,004795_use_s15274,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s274/004795_use_s15274.json,0.244311,0.0974824,17,test
cylinder_bottle_s274,007283_hold_s15274,cylinder_bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s274/007283_hold_s15274.json,0.244311,0.0974824,2,test
knife_s231,001716_handover_another_s20231,knife,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s231/001716_handover_another_s20231.json,0.238012,0.0426702,7,train
knife_s231,002363_handover_s20231,knife,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s231/002363_handover_s20231.json,0.238012,0.0426702,10,train
knife_s231,002363_handover_another_s20231,knife,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s231/002363_handover_another_s20231.json,0.238012,0.0426702,10,train
knife_s231,003110_use_s20231,knife,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s231/003110_use_s20231.json,0.238012,0.0426702,7,train
knife_s231,000826_use_s20231,knife,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s231/000826_use_s20231.json,0.238012,0.0426702,7,train
knife_s231,003692_use_s20231,knife,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/knife_s231/003692_use_s20231.json,0.238012,0.0426702,10,train
cylinder_bottle_s379,006101_liftup_s15379,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s379/006101_liftup_s15379.json,0.1549001,0.0999817,1,train
cylinder_bottle_s379,001329_liftup_s15379,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s379/001329_liftup_s15379.json,0.1549001,0.0999817,17,train
cylinder_bottle_s379,005299_liftup_s15379,cylinder_bottle,liftup,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s379/005299_liftup_s15379.json,0.1549001,0.0999817,17,train
cylinder_bottle_s379,004497_handover_s15379,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s379/004497_handover_s15379.json,0.1549001,0.0999817,5,train
cylinder_bottle_s379,003905_handover_another_s15379,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s379/003905_handover_another_s15379.json,0.1549001,0.0999817,1,train
cylinder_bottle_s379,001173_handover_another_s15379,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s379/001173_handover_another_s15379.json,0.1549001,0.0999817,5,train
cylinder_bottle_s379,001011_hold_s15379,cylinder_bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s379/001011_hold_s15379.json,0.1549001,0.0999817,15,train
cylinder_bottle_s379,000371_use_s15379,cylinder_bottle,use,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s379/000371_use_s15379.json,0.1549001,0.0999817,5,train
marker_pen23,000623_handover_another_a29219,pen,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/marker_pen23/000623_handover_another_a29219.json,0.1020677,0.01503873,12,train
marker_pen23,000490_handover_a29219,pen,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/marker_pen23/000490_handover_a29219.json,0.1020677,0.01503873,12,train
marker_pen23,000557_hold_a29219,pen,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/marker_pen23/000557_hold_a29219.json,0.1020677,0.01503873,12,train
cylinder_bottle_s604,002499_handover_another_s15604,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s604/002499_handover_another_s15604.json,0.1151219,0.0678426,12,train
cylinder_bottle_s604,004004_handover_another_s15604,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s604/004004_handover_another_s15604.json,0.1151219,0.0678426,0,train
cylinder_bottle_s604,002176_handover_another_s15604,cylinder_bottle,handover,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s604/002176_handover_another_s15604.json,0.1151219,0.0678426,12,train
cylinder_bottle_s604,003491_hold_s15604,cylinder_bottle,hold,data/oakink_shadow_dataset_valid_force_noise_accept_1/cylinder_bottle_s604/003491_hold_s15604.json,0.1151219,0.0678426,10,train
